,delta,Tau,Method,Recovery
6370,14,0.0,Naive,1
6371,14,0.1,Randomized,1
6372,14,0.0,Naive,1
6373,14,0.1,Randomized,1
6374,14,0.0,Naive,1
6375,14,0.1,Randomized,1
6376,14,0.0,Naive,1
6377,14,0.1,Randomized,1
6378,14,0.0,Naive,1
6379,14,0.1,Randomized,1
6380,14,0.0,Naive,1
6381,14,0.1,Randomized,1
6382,14,0.0,Naive,1
6383,14,0.1,Randomized,1
6384,14,0.0,Naive,1
6385,14,0.1,Randomized,1
6386,14,0.0,Naive,1
6387,14,0.1,Randomized,1
6388,14,0.0,Naive,1
6389,14,0.1,Randomized,1
6390,14,0.0,Naive,1
6391,14,0.1,Randomized,1
6392,14,0.0,Naive,1
6393,14,0.1,Randomized,1
6394,14,0.0,Naive,1
6395,14,0.1,Randomized,1
6396,14,0.0,Naive,1
6397,14,0.1,Randomized,1
6398,14,0.0,Naive,1
6399,14,0.1,Randomized,1
6400,14,0.0,Naive,1
6401,14,0.1,Randomized,1
6402,14,0.0,Naive,1
6403,14,0.1,Randomized,1
6404,14,0.0,Naive,1
6405,14,0.1,Randomized,1
6406,14,0.0,Naive,1
6407,14,0.1,Randomized,1
6408,14,0.0,Naive,1
6409,14,0.1,Randomized,1
6410,14,0.0,Naive,1
6411,14,0.1,Randomized,1
6412,14,0.0,Naive,1
6413,14,0.1,Randomized,1
6414,14,0.0,Naive,1
6415,14,0.1,Randomized,1
6416,14,0.0,Naive,1
6417,14,0.1,Randomized,1
6418,14,0.0,Naive,1
6419,14,0.1,Randomized,1
6420,14,0.0,Naive,1
6421,14,0.1,Randomized,1
6422,14,0.0,Naive,1
6423,14,0.1,Randomized,1
6424,14,0.0,Naive,1
6425,14,0.1,Randomized,1
6426,14,0.0,Naive,1
6427,14,0.1,Randomized,1
6428,14,0.0,Naive,1
6429,14,0.1,Randomized,1
6430,14,0.0,Naive,1
6431,14,0.1,Randomized,1
6432,14,0.0,Naive,1
6433,14,0.1,Randomized,1
6434,14,0.0,Naive,1
6435,14,0.1,Randomized,1
6436,14,0.0,Naive,1
6437,14,0.1,Randomized,1
6438,14,0.0,Naive,1
6439,14,0.1,Randomized,1
6440,14,0.0,Naive,1
6441,14,0.1,Randomized,1
6442,14,0.0,Naive,1
6443,14,0.1,Randomized,1
6444,14,0.0,Naive,1
6445,14,0.1,Randomized,1
6446,14,0.0,Naive,1
6447,14,0.1,Randomized,1
6448,14,0.0,Naive,1
6449,14,0.1,Randomized,1
6450,14,0.0,Naive,1
6451,14,0.1,Randomized,1
6452,14,0.0,Naive,1
6453,14,0.1,Randomized,1
6454,14,0.0,Naive,1
6455,14,0.1,Randomized,1
6456,14,0.0,Naive,1
6457,14,0.1,Randomized,1
6458,14,0.0,Naive,1
6459,14,0.1,Randomized,1
6460,14,0.0,Naive,1
6461,14,0.1,Randomized,1
6462,14,0.0,Naive,1
6463,14,0.1,Randomized,1
6464,14,0.0,Naive,1
6465,14,0.1,Randomized,1
6466,14,0.0,Naive,1
6467,14,0.1,Randomized,1
6468,14,0.0,Naive,1
6469,14,0.1,Randomized,1
6470,14,0.0,Naive,1
6471,14,0.1,Randomized,1
6472,14,0.0,Naive,1
6473,14,0.1,Randomized,1
6474,14,0.0,Naive,1
6475,14,0.1,Randomized,1
6476,14,0.0,Naive,1
6477,14,0.1,Randomized,1
6478,14,0.0,Naive,1
6479,14,0.1,Randomized,1
6480,14,0.0,Naive,1
6481,14,0.1,Randomized,1
6482,14,0.0,Naive,1
6483,14,0.1,Randomized,1
6484,14,0.0,Naive,1
6485,14,0.1,Randomized,1
6486,14,0.0,Naive,1
6487,14,0.1,Randomized,1
6488,14,0.0,Naive,1
6489,14,0.1,Randomized,1
6490,14,0.0,Naive,1
6491,14,0.1,Randomized,1
6492,14,0.0,Naive,1
6493,14,0.1,Randomized,1
6494,14,0.0,Naive,1
6495,14,0.1,Randomized,1
6496,14,0.0,Naive,1
6497,14,0.1,Randomized,1
6498,14,0.0,Naive,1
6499,14,0.1,Randomized,1
6500,14,0.0,Naive,1
6501,14,0.1,Randomized,1
6502,14,0.0,Naive,1
6503,14,0.1,Randomized,1
6504,14,0.0,Naive,1
6505,14,0.1,Randomized,1
6506,14,0.0,Naive,1
6507,14,0.1,Randomized,1
6508,14,0.0,Naive,1
6509,14,0.1,Randomized,1
6510,14,0.0,Naive,1
6511,14,0.1,Randomized,1
6512,14,0.0,Naive,1
6513,14,0.1,Randomized,1
6514,14,0.0,Naive,1
6515,14,0.1,Randomized,1
6516,14,0.0,Naive,1
6517,14,0.1,Randomized,1
6518,14,0.0,Naive,1
6519,14,0.1,Randomized,1
6520,14,0.0,Naive,1
6521,14,0.1,Randomized,1
6522,14,0.0,Naive,1
6523,14,0.1,Randomized,1
6524,14,0.0,Naive,1
6525,14,0.1,Randomized,1
6526,14,0.0,Naive,1
6527,14,0.1,Randomized,1
6528,14,0.0,Naive,1
6529,14,0.1,Randomized,1
6530,14,0.0,Naive,1
6531,14,0.1,Randomized,1
6532,14,0.0,Naive,1
6533,14,0.1,Randomized,1
6534,14,0.0,Naive,1
6535,14,0.1,Randomized,1
6536,14,0.0,Naive,1
6537,14,0.1,Randomized,1
6538,14,0.0,Naive,1
6539,14,0.1,Randomized,1
6540,14,0.0,Naive,1
6541,14,0.1,Randomized,1
6542,14,0.0,Naive,1
6543,14,0.1,Randomized,1
6544,14,0.0,Naive,1
6545,14,0.1,Randomized,1
6546,14,0.0,Naive,1
6547,14,0.1,Randomized,1
6548,14,0.0,Naive,1
6549,14,0.1,Randomized,1
6550,14,0.0,Naive,1
6551,14,0.1,Randomized,1
6552,14,0.0,Naive,1
6553,14,0.1,Randomized,1
6554,14,0.0,Naive,1
6555,14,0.1,Randomized,1
6556,14,0.0,Naive,1
6557,14,0.1,Randomized,1
6558,14,0.0,Naive,1
6559,14,0.1,Randomized,1
6560,14,0.0,Naive,1
6561,14,0.1,Randomized,1
6562,14,0.0,Naive,1
6563,14,0.1,Randomized,1
6564,14,0.0,Naive,1
6565,14,0.1,Randomized,1
6566,14,0.0,Naive,1
6567,14,0.1,Randomized,1
6568,14,0.0,Naive,1
6569,14,0.1,Randomized,1
6570,14,0.0,Naive,1
6571,14,0.1,Randomized,1
6572,14,0.0,Naive,1
6573,14,0.1,Randomized,1
6574,14,0.0,Naive,1
6575,14,0.1,Randomized,1
6576,14,0.0,Naive,1
6577,14,0.1,Randomized,1
6578,14,0.0,Naive,1
6579,14,0.1,Randomized,1
6580,14,0.0,Naive,1
6581,14,0.1,Randomized,1
6582,14,0.0,Naive,1
6583,14,0.1,Randomized,1
6584,14,0.0,Naive,1
6585,14,0.1,Randomized,1
6586,14,0.0,Naive,1
6587,14,0.1,Randomized,1
6588,14,0.0,Naive,1
6589,14,0.1,Randomized,1
6590,14,0.0,Naive,1
6591,14,0.1,Randomized,1
6592,14,0.0,Naive,1
6593,14,0.1,Randomized,1
6594,14,0.0,Naive,1
6595,14,0.1,Randomized,1
6596,14,0.0,Naive,1
6597,14,0.1,Randomized,1
6598,14,0.0,Naive,1
6599,14,0.1,Randomized,1
6600,14,0.0,Naive,1
6601,14,0.1,Randomized,1
6602,14,0.0,Naive,1
6603,14,0.1,Randomized,1
6604,14,0.0,Naive,1
6605,14,0.1,Randomized,1
6606,14,0.0,Naive,1
6607,14,0.1,Randomized,1
6608,14,0.0,Naive,1
6609,14,0.1,Randomized,1
6610,14,0.0,Naive,1
6611,14,0.1,Randomized,1
6612,14,0.0,Naive,1
6613,14,0.1,Randomized,1
6614,14,0.0,Naive,1
6615,14,0.1,Randomized,1
6616,14,0.0,Naive,1
6617,14,0.1,Randomized,1
6618,14,0.0,Naive,1
6619,14,0.1,Randomized,1
6620,14,0.0,Naive,1
6621,14,0.1,Randomized,1
6622,14,0.0,Naive,1
6623,14,0.1,Randomized,1
6624,14,0.0,Naive,1
6625,14,0.1,Randomized,1
6626,14,0.0,Naive,1
6627,14,0.1,Randomized,1
6628,14,0.0,Naive,1
6629,14,0.1,Randomized,1
6630,14,0.0,Naive,1
6631,14,0.1,Randomized,1
6632,14,0.0,Naive,1
6633,14,0.1,Randomized,1
6634,14,0.0,Naive,1
6635,14,0.1,Randomized,1
6636,14,0.0,Naive,1
6637,14,0.1,Randomized,1
6638,14,0.0,Naive,1
6639,14,0.1,Randomized,1
6640,14,0.0,Naive,1
6641,14,0.1,Randomized,1
6642,14,0.0,Naive,1
6643,14,0.1,Randomized,1
6644,14,0.0,Naive,1
6645,14,0.1,Randomized,1
6646,14,0.0,Naive,1
6647,14,0.1,Randomized,1
6648,14,0.0,Naive,1
6649,14,0.1,Randomized,1
6650,14,0.0,Naive,1
6651,14,0.1,Randomized,1
6652,14,0.0,Naive,1
6653,14,0.1,Randomized,1
6654,14,0.0,Naive,1
6655,14,0.1,Randomized,1
6656,14,0.0,Naive,1
6657,14,0.1,Randomized,1
6658,14,0.0,Naive,1
6659,14,0.1,Randomized,1
6660,14,0.0,Naive,1
6661,14,0.1,Randomized,1
6662,14,0.0,Naive,1
6663,14,0.1,Randomized,1
6664,14,0.0,Naive,1
6665,14,0.1,Randomized,1
6666,14,0.0,Naive,1
6667,14,0.1,Randomized,1
6668,14,0.0,Naive,1
6669,14,0.1,Randomized,1
6670,14,0.0,Naive,1
6671,14,0.1,Randomized,1
6672,14,0.0,Naive,1
6673,14,0.1,Randomized,1
6674,14,0.0,Naive,1
6675,14,0.1,Randomized,1
6676,14,0.0,Naive,1
6677,14,0.1,Randomized,1
6678,14,0.0,Naive,1
6679,14,0.1,Randomized,1
6680,14,0.0,Naive,1
6681,14,0.1,Randomized,1
6682,14,0.0,Naive,1
6683,14,0.1,Randomized,1
6684,14,0.0,Naive,1
6685,14,0.1,Randomized,1
6686,14,0.0,Naive,1
6687,14,0.1,Randomized,1
6688,14,0.0,Naive,1
6689,14,0.1,Randomized,1
6690,14,0.0,Naive,1
6691,14,0.1,Randomized,1
6692,14,0.0,Naive,1
6693,14,0.1,Randomized,1
6694,14,0.0,Naive,1
6695,14,0.1,Randomized,1
6696,14,0.0,Naive,1
6697,14,0.1,Randomized,1
6698,14,0.0,Naive,1
6699,14,0.1,Randomized,1
6700,14,0.0,Naive,1
6701,14,0.1,Randomized,1
6702,14,0.0,Naive,1
6703,14,0.1,Randomized,1
6704,14,0.0,Naive,1
6705,14,0.1,Randomized,1
6706,14,0.0,Naive,1
6707,14,0.1,Randomized,1
6708,14,0.0,Naive,1
6709,14,0.1,Randomized,1
6710,14,0.0,Naive,1
6711,14,0.1,Randomized,1
6712,14,0.0,Naive,1
6713,14,0.1,Randomized,1
6714,14,0.0,Naive,1
6715,14,0.1,Randomized,1
6716,14,0.0,Naive,1
6717,14,0.1,Randomized,1
6718,14,0.0,Naive,1
6719,14,0.1,Randomized,1
6720,14,0.0,Naive,1
6721,14,0.1,Randomized,1
6722,14,0.0,Naive,1
6723,14,0.1,Randomized,1
6724,14,0.0,Naive,1
6725,14,0.1,Randomized,1
6726,14,0.0,Naive,1
6727,14,0.1,Randomized,1
6728,14,0.0,Naive,1
6729,14,0.1,Randomized,1
6730,14,0.0,Naive,1
6731,14,0.1,Randomized,1
6732,14,0.0,Naive,1
6733,14,0.1,Randomized,1
6734,14,0.0,Naive,1
6735,14,0.1,Randomized,1
6736,14,0.0,Naive,1
6737,14,0.1,Randomized,1
6738,14,0.0,Naive,1
6739,14,0.1,Randomized,1
6740,14,0.0,Naive,1
6741,14,0.1,Randomized,1
6742,14,0.0,Naive,1
6743,14,0.1,Randomized,1
6744,14,0.0,Naive,1
6745,14,0.1,Randomized,1
6746,14,0.0,Naive,1
6747,14,0.1,Randomized,1
6748,14,0.0,Naive,1
6749,14,0.1,Randomized,1
6750,14,0.0,Naive,1
6751,14,0.1,Randomized,1
6752,14,0.0,Naive,1
6753,14,0.1,Randomized,1
6754,14,0.0,Naive,1
6755,14,0.1,Randomized,1
6756,14,0.0,Naive,1
6757,14,0.1,Randomized,1
6758,14,0.0,Naive,1
6759,14,0.1,Randomized,1
6760,14,0.0,Naive,1
6761,14,0.1,Randomized,1
6762,14,0.0,Naive,1
6763,14,0.1,Randomized,1
6764,14,0.0,Naive,1
6765,14,0.1,Randomized,1
6766,14,0.0,Naive,1
6767,14,0.1,Randomized,1
6768,14,0.0,Naive,1
6769,14,0.1,Randomized,1
6770,14,0.0,Naive,1
6771,14,0.1,Randomized,1
6772,14,0.0,Naive,1
6773,14,0.1,Randomized,1
6774,14,0.0,Naive,1
6775,14,0.1,Randomized,1
6776,14,0.0,Naive,1
6777,14,0.1,Randomized,1
6778,14,0.0,Naive,1
6779,14,0.1,Randomized,1
6780,14,0.0,Naive,1
6781,14,0.1,Randomized,1
6782,14,0.0,Naive,1
6783,14,0.1,Randomized,1
6784,14,0.0,Naive,1
6785,14,0.1,Randomized,1
6786,14,0.0,Naive,1
6787,14,0.1,Randomized,1
6788,14,0.0,Naive,1
6789,14,0.1,Randomized,1
6790,14,0.0,Naive,1
6791,14,0.1,Randomized,1
6792,14,0.0,Naive,1
6793,14,0.1,Randomized,1
6794,14,0.0,Naive,1
6795,14,0.1,Randomized,1
6796,14,0.0,Naive,1
6797,14,0.1,Randomized,1
6798,14,0.0,Naive,1
6799,14,0.1,Randomized,1
6800,14,0.0,Naive,1
6801,14,0.1,Randomized,1
6802,14,0.0,Naive,1
6803,14,0.1,Randomized,1
6804,14,0.0,Naive,1
6805,14,0.1,Randomized,1
6806,14,0.0,Naive,1
6807,14,0.1,Randomized,1
6808,14,0.0,Naive,1
6809,14,0.1,Randomized,1
6810,14,0.0,Naive,1
6811,14,0.1,Randomized,1
6812,14,0.0,Naive,1
6813,14,0.1,Randomized,1
6814,14,0.0,Naive,1
6815,14,0.1,Randomized,1
6816,14,0.0,Naive,1
6817,14,0.1,Randomized,1
6818,14,0.0,Naive,1
6819,14,0.1,Randomized,1
6820,14,0.0,Naive,1
6821,14,0.1,Randomized,1
6822,14,0.0,Naive,1
6823,14,0.1,Randomized,1
6824,14,0.0,Naive,1
6825,14,0.1,Randomized,1
6826,14,0.0,Naive,1
6827,14,0.1,Randomized,1
6828,14,0.0,Naive,1
6829,14,0.1,Randomized,1
6830,14,0.0,Naive,1
6831,14,0.1,Randomized,1
6832,14,0.0,Naive,1
6833,14,0.1,Randomized,1
6834,14,0.0,Naive,1
6835,14,0.1,Randomized,1
6836,14,0.0,Naive,1
6837,14,0.1,Randomized,1
6838,14,0.0,Naive,1
6839,14,0.1,Randomized,1
6840,14,0.0,Naive,1
6841,14,0.1,Randomized,1
6842,14,0.0,Naive,1
6843,14,0.1,Randomized,1
6844,14,0.0,Naive,1
6845,14,0.1,Randomized,1
6846,14,0.0,Naive,1
6847,14,0.1,Randomized,1
6848,14,0.0,Naive,1
6849,14,0.1,Randomized,1
6850,14,0.0,Naive,1
6851,14,0.1,Randomized,1
6852,14,0.0,Naive,1
6853,14,0.1,Randomized,1
6854,14,0.0,Naive,1
6855,14,0.1,Randomized,1
6856,14,0.0,Naive,1
6857,14,0.1,Randomized,1
6858,14,0.0,Naive,1
6859,14,0.1,Randomized,1
6860,14,0.0,Naive,1
6861,14,0.1,Randomized,1
6862,14,0.0,Naive,1
6863,14,0.1,Randomized,1
6864,14,0.0,Naive,1
6865,14,0.1,Randomized,1
6866,14,0.0,Naive,1
6867,14,0.1,Randomized,1
6868,14,0.0,Naive,1
6869,14,0.1,Randomized,1
6870,14,0.0,Naive,1
6871,14,0.1,Randomized,1
6872,14,0.0,Naive,1
6873,14,0.1,Randomized,1
6874,14,0.0,Naive,1
6875,14,0.1,Randomized,1
6876,14,0.0,Naive,1
6877,14,0.1,Randomized,1
6878,14,0.0,Naive,1
6879,14,0.1,Randomized,1
6880,14,0.0,Naive,1
6881,14,0.1,Randomized,1
6882,14,0.0,Naive,1
6883,14,0.1,Randomized,1
6884,14,0.0,Naive,1
6885,14,0.1,Randomized,1
6886,14,0.0,Naive,1
6887,14,0.1,Randomized,1
6888,14,0.0,Naive,1
6889,14,0.1,Randomized,1
6890,14,0.0,Naive,1
6891,14,0.1,Randomized,1
6892,14,0.0,Naive,1
6893,14,0.1,Randomized,1
6894,14,0.0,Naive,1
6895,14,0.1,Randomized,1
6896,14,0.0,Naive,1
6897,14,0.1,Randomized,1
6898,14,0.0,Naive,1
6899,14,0.1,Randomized,1
6900,14,0.0,Naive,1
6901,14,0.1,Randomized,1
6902,14,0.0,Naive,1
6903,14,0.1,Randomized,1
6904,14,0.0,Naive,1
6905,14,0.1,Randomized,1
6906,14,0.0,Naive,1
6907,14,0.1,Randomized,1
6908,14,0.0,Naive,1
6909,14,0.1,Randomized,1
6910,14,0.0,Naive,1
6911,14,0.1,Randomized,1
6912,14,0.0,Naive,1
6913,14,0.1,Randomized,1
6914,14,0.0,Naive,1
6915,14,0.1,Randomized,1
6916,14,0.0,Naive,1
6917,14,0.1,Randomized,1
6918,14,0.0,Naive,1
6919,14,0.1,Randomized,1
6920,14,0.0,Naive,1
6921,14,0.1,Randomized,1
6922,14,0.0,Naive,1
6923,14,0.1,Randomized,1
6924,14,0.0,Naive,1
6925,14,0.1,Randomized,1
6926,14,0.0,Naive,1
6927,14,0.1,Randomized,1
6928,14,0.0,Naive,1
6929,14,0.1,Randomized,1
6930,14,0.0,Naive,1
6931,14,0.1,Randomized,1
6932,14,0.0,Naive,1
6933,14,0.1,Randomized,1
6934,14,0.0,Naive,1
6935,14,0.1,Randomized,1
6936,14,0.0,Naive,1
6937,14,0.1,Randomized,1
6938,14,0.0,Naive,1
6939,14,0.1,Randomized,1
6940,14,0.0,Naive,1
6941,14,0.1,Randomized,1
6942,14,0.0,Naive,1
6943,14,0.1,Randomized,1
6944,14,0.0,Naive,1
6945,14,0.1,Randomized,1
6946,14,0.0,Naive,1
6947,14,0.1,Randomized,1
6948,14,0.0,Naive,1
6949,14,0.1,Randomized,1
6950,14,0.0,Naive,1
6951,14,0.1,Randomized,1
6952,14,0.0,Naive,1
6953,14,0.1,Randomized,1
6954,14,0.0,Naive,1
6955,14,0.1,Randomized,1
6956,14,0.0,Naive,1
6957,14,0.1,Randomized,1
6958,14,0.0,Naive,1
6959,14,0.1,Randomized,1
6960,14,0.0,Naive,1
6961,14,0.1,Randomized,1
6962,14,0.0,Naive,1
6963,14,0.1,Randomized,1
6964,14,0.0,Naive,1
6965,14,0.1,Randomized,1
6966,14,0.0,Naive,1
6967,14,0.1,Randomized,1
6968,14,0.0,Naive,1
6969,14,0.1,Randomized,1
6970,14,0.0,Naive,1
6971,14,0.1,Randomized,1
6972,14,0.0,Naive,1
6973,14,0.1,Randomized,1
6974,14,0.0,Naive,1
6975,14,0.1,Randomized,1
6976,14,0.0,Naive,1
6977,14,0.1,Randomized,1
6978,14,0.0,Naive,1
6979,14,0.1,Randomized,1
6980,14,0.0,Naive,1
6981,14,0.1,Randomized,1
6982,14,0.0,Naive,1
6983,14,0.1,Randomized,1
6984,14,0.0,Naive,1
6985,14,0.1,Randomized,1
6986,14,0.0,Naive,1
6987,14,0.1,Randomized,1
6988,14,0.0,Naive,1
6989,14,0.1,Randomized,1
6990,14,0.0,Naive,1
6991,14,0.1,Randomized,1
6992,14,0.0,Naive,1
6993,14,0.1,Randomized,1
6994,14,0.0,Naive,1
6995,14,0.1,Randomized,1
6996,14,0.0,Naive,1
6997,14,0.1,Randomized,1
6998,14,0.0,Naive,1
6999,14,0.1,Randomized,1
